keep,university,openalex_id,doi,title,authors,affiliations,publication_year,cited_by_count,is_open_access,pdf_url,source,language,abstract,collected_on
no,UMA,W2101980553,https://doi.org/10.1007/978-3-642-02478-8_143,A Metrics Review for Performance Evaluation on Assisted Wheelchair Navigation,Cristina Urdiales; José Manuel Peula; Ulises Cortés; Christian Barrué; B. Fernández-Espejo; Roberta Annichiaricco; F. Sandoval; Carlo Caltagirone,Universidad de Málaga; Universitat Politècnica de Catalunya; Fondazione Santa Lucia,2009,5,True,https://hdl.handle.net/2117/11055,Lecture notes in computer science,en,,2026-03-29
no,UMA,W2130047041,https://doi.org/10.1109/isspa.2007.4555413,Mobile robot ego-motion estimation by proprioceptive sensor fusion,Jose‐Luis Blanco; Javier Sanz González; Juan‐Antonio Fernández‐Madrigal,Universidad de Málaga,2007,5,False,,,en,"For any mobile robot it is a major issue that of estimating its position into the working environment. Although this task is partly carried out through external sensors, incrementally computing the ego-motion of the robot using proprioceptive sensors still is a fundamental step to obtain an estimation of the robot displacement. In this work we deal with the sensor fusion problem for the case of a mobile robot equipped with an odometer and an inertial sensor (a gyroscope). We address this problem rigorously through its formulation as a probabilistic estimation problem, developing an efficient solution in the form of an Extended Kalman Filter (EKF), which can be easily implemented in the low-level firmware of a real mobile robot. Experimental results reveal a qualitative improvement in the robot pose estimation for our sensor fusion system when compared with odometry only, which is the most wide spread technique in commercial robots.",2026-03-29
no,UMA,W2986865858,https://doi.org/10.1080/0951192x.2019.1690684,Rapid end-of-arm-tooling manufacturing of vacuum grippers,Jesús M. Gómez-de-Gabriel; Antonio José Muñoz-Ramírez; Marta Palacios; Luis Parras,Universidad de Málaga,2019,4,False,,International Journal of Computer Integrated Manufacturing,en,"A new approach for the rapid manufacturing of end-of-arm robot tooling (EOAT) based on Venturi vacuum grippers is presented in this paper. It consists in designing and printing a monolithic tool that integrates the functionality of the components of a classic tool, into a single printable part, including vacuum ejectors, pneumatic connectors, air channels, and flexible suction cups. In particular, we study the performance of the new tooling in comparison with a traditional 3D printed one that integrates standard components on a 3D printed support. The performance of the tool using 3D printed suction cups against using commercial silicone cups is also compared regarding the resulting weight holding capability. We show that the new device can grab up to 6 N. Moreover, the main advantages of this approach include zero inventory and no need for assembly, among others. The resulting grippers can be customised for a particular application to produce devices using additive manufacturing, with minimum size, weight and no waste of materials.",2026-03-29
yes,UMA,W4390012981,https://doi.org/10.1007/s12145-023-01189-z,Pollen recognition through an open-source web-based system: automated particle counting for aerobiological analysis,Antonio Jesús Chaves; Cristian Martín; Luis Llopis; Manuel Díáz; Rocío Ruiz-Mata; Enrique de Gálvez-Montañez; Marta Recio; M.M. Trigo; Antonio Picornell,Universidad de Málaga,2023,4,True,https://link.springer.com/content/pdf/10.1007/s12145-023-01189-z.pdf,Earth Science Informatics,en,"Abstract Airborne pollen is produced by plants for their sexual reproduction and can have negative impacts on public health. The current monitoring systems are based on manual sampling processes which are tedious and time-consuming. Due to that, pollen concentrations are often reported with a delay of up to one week. In this study, we present an open-source user-friendly web application powered by deep learning for automatic pollen count and classification. The application aims to simplify the process for non-IT users to count and classify different types of pollen, reducing the effort required compared to manual methods. To overcome the challenges of acquiring large labelled datasets, we propose a semi-automatic labelling approach, which combines human expertise and machine learning techniques. The results demonstrate that our approach significantly reduces the effort required for users to count and classify pollen taxa accurately. The model achieved high precision and recall rates ( $$\varvec{&gt;96\%}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:mrow> <mml:mo>&gt;</mml:mo> <mml:mn>96</mml:mn> <mml:mo>%</mml:mo> </mml:mrow> </mml:math> mAP@0.5), enabling reliable pollen identification and prediction.",2026-03-29
no,UMA,W4402836271,https://doi.org/10.29333/ejmste/15199,Educational robotics and primary school mathematics teaching: An analysis of pre-service teachers didactic-mathematical knowledge,Ricardo Silva; Cecília Costa; Yelitza Freitas; Fernando Martíns; Manuel Cebrián de la Serna,Escola Superior de Tecnologia da Saúde de Coimbra; Polytechnic Institute of Coimbra; University of Aveiro; Universidad de Málaga; Instituto de Telecomunicações; University of Trás-os-Montes and Alto Douro,2024,4,True,https://www.ejmste.com/download/educational-robotics-and-primary-school-mathematics-teaching-an-analysis-of-pre-service-teachers-15199.pdf,Eurasia Journal of Mathematics Science and Technology Education,en,"The scarcity of studies dedicated to the integration of educational robotics (ER) in teaching mathematical content, and the discomfort of teachers when integrating ER in their teaching practices make it pertinent to understand the development of the didactic knowledge of mathematics necessary to integrate ER in mathematics teaching practices during initial teacher training. This qualitative and interpretive study identifies the knowledge of the didactic dimension from the didactic-mathematical knowledge conceptual framework that is mobilized by pre-service teachers (PST) during the implementation of mathematical tasks that integrate ER during the practicum. Through content analysis of the data collected on the PST’s performance, we mapped the occurrence and co-occurrence based on the components of the didactic suitability criteria. From the results, we highlight: (i) the existence of a relationship between the mathematical knowledge needed to teach, knowledge of the mathematics curriculum, and knowledge of ER and how its integration in the teaching process can influence the learning process and (ii) the positive contribution of the implementation in the practicum of mathematical tasks that promote robot manipulation/programming at the same time as the exploration of the mathematical content for the development of the participants’ didactic knowledge of mathematics. A practical implication of our results is that these features should be part of future work dedicated to integrating ER in mathematics teaching practices of PST, aiming to assess their value in initial teacher training programs.",2026-03-29
no,UMA,W4402923346,https://doi.org/10.1038/s41597-024-03881-1,BASEPROD: The Bardenas Semi-Desert Planetary Rover Dataset,Levin Gerdes; Tim Wiese; Raúl Castilla-Arquillo; Laura Bielenberg; Martín Azkarate; Hugo Leblond; Felix Wilting; Joaquín Ortega Cortés; Alberto C. Bernal; S. Palanco; C. Pérez del Pulgar,Télécom Paris; European Space Research and Technology Centre; Universidad de Málaga; European Space Agency; Delft University of Technology,2024,4,True,https://www.nature.com/articles/s41597-024-03881-1.pdf,Scientific Data,en,"Dataset acquisitions devised specifically for robotic planetary exploration are key for the advancement, evaluation, and validation of novel perception, localization, and navigation methods in representative environments. Originating in the Bardenas semi-desert in July 2023, the data presented in this Data Descriptor is primarily aimed at Martian exploration and contains relevant rover sensor data from approximately 1.7km of traverses, a high-resolution 3D map of the test area, laser-induced breakdown spectroscopy recordings of rock samples along the rover path, as well as local weather data. In addition to optical cameras and inertial sensors, the rover features a thermal camera and six force-torque sensors. This setup enables, for example, the study of future localization, mapping, and navigation techniques in unstructured terrains for improved Guidance, Navigation, and Control (GNC). The main features of this dataset are the combination of scientific and engineering instrument data, as well as the inclusion of the thermal camera and force-torque sensors in particular.",2026-03-29
yes,UMA,W4406906895,https://doi.org/10.21272/mmi.2024.4-04,AI in Marketing Management: Executive Perspectives from Companies,Luis-Alfonso Maldonado-Canca; Juan-Pedro Cabrera-Sánchez; Eva María González Robles; Ana María Casado Molina,Universidad de Málaga,2024,4,True,https://mmi.sumdu.edu.ua/wp-content/uploads/2025/01/04_A829-2024_Maldonado-Canca-et-al.pdf,Marketing and Management of Innovations,en,"The integration of artificial intelligence (AI) in marketing and business communication is transforming corporate strategies, offering significant opportunities while presenting notable challenges. This study examines the factors influencing AI adoption by companies, focusing on the perspectives of CEOs. Using a survey of 409 senior executives from Spanish firms, this research develops an advanced framework based on the unified theory of acceptance and use of technology (UTAUT), enriched with additional constructs.The findings reveal that effort expectancy and facilitating conditions are critical drivers of AI adoption. AI aversion, reflecting concerns about distrust, complexity, and ethical risks, emerges as a significant barrier, particularly for CEOs of smaller firms, where its impact is notably stronger. Relative advantage and perceived value also influence adoption intentions, albeit to a lesser degree, indicating the perceived benefits and tangible outcomes of AI in improving processes such as segmentation, automation, and predictive analytics. Key differences arise between companies of varying revenue sizes: smaller firms exhibit greater aversion to AI, whereas larger organisations focus on maximizing their strategic benefits to drive innovation. These insights highlight the importance of tailored approaches, such as financial incentives, pilot programs, and targeted training, to reduce aversion and encourage adoption across diverse organizational contexts. This study contributes to the academic discourse by extending the UTAUT framework to address emerging challenges in AI adoption. Practically, it provides actionable strategies for business leaders to address human-centric and technological barriers, fostering a more efficient and data-driven marketing process. By offering a comprehensive understanding of the enablers and barriers to AI adoption, this research equips companies to harness AI’s full potential, enhancing their competitive advantage in an increasingly digital landscape.",2026-03-29
yes,UMA,W4413806993,https://doi.org/10.1007/s10639-025-13712-4,University students’ perceptions of the impact of artificial intelligence in the business sector on their educational and professional development,José Manuel Santos Jaén; Ana León-Gómez; María del Carmen Valls Martínez; V. Muñoz,University of Almería; Universidad de Málaga; Universidad de Murcia; Hospital HLA Mediterráneo,2025,4,True,https://link.springer.com/content/pdf/10.1007/s10639-025-13712-4.pdf,Education and Information Technologies,en,"Abstract Understanding students’ perceptions of Artificial Intelligence (AI) is crucial for integrating AI into education and aligning it with professional expectations. This study investigates how university students’ perceptions of AI influence their educational and professional development, a previously unexplored relationship, emphasizing the demand for AI training through Partial Least Squares Structural Equation Modeling (PLS-SEM) analysis on 725 students. The present research offers novel insights into the mediating effects of professional development and the nonlinear role of fear in shaping AI training demand. Findings indicate that students view AI implementation in companies as enhancing business performance through automation and optimized decision-making, thus improving learning and professional development opportunities. High-performing companies are seen as offering valuable internships and motivating students to enhance their skills, thereby increasing the demand for AI training. Students with prior AI knowledge feel more confident and require less additional training. Conversely, perceived risks associated with AI may incentivize academic engagement under certain conditions, but excessive fear may cause mental blocks, reducing participation in educational programs and interest in AI training. This study provides a comprehensive view of how students’ perceptions of AI affect their academic and professional paths. These findings offer concrete guidance for curriculum designers and educators aiming to foster AI literacy and pedagogical strategies aligned with technological transformation in business and education. It highlights the importance of educational strategies that incorporate realistic applications and limitations of AI, preparing students for the safe and effective use of technology in their careers. These findings emphasize the need to adapt curricula to the realities of AI in the future workplace.",2026-03-29
no,UMA,W4309323793,https://doi.org/10.1109/lra.2022.3220156,Sigma-FP: Robot Mapping of 3D Floor Plans With an RGB-D Camera Under Uncertainty,Jose-Luis Matez-Bandera; Javier Monroy; Javier González-Jiménez,Universidad de Málaga,2022,4,True,https://hdl.handle.net/10630/26928,IEEE Robotics and Automation Letters,en,"This letter presents Sigma-FP, a novel 3D reconstruction method to obtain the floor plan of a multi-room environment from a sequence of RGB-D images captured by a wheeled mobile robot. For each input image, the planar patches of visible walls are extracted and subsequently characterized by a multivariate Gaussian distribution in the convenient Plane Parameter Space. Then, accounting for the probabilistic nature of the robot localization, we transform and combine the planar patches from the camera frame into a 3D global model, where the planar patches include both the plane estimation uncertainty and the propagation of the robot pose uncertainty. Additionally, processing depth data, we detect openings (doors and windows) in the wall, which are also incorporated in the 3D global model to provide a more realistic representation. Experimental results, in both real-world and synthetic environments, demonstrate that our method outperforms state-of-the-art methods, both in time and accuracy, while just relying on Atlanta world assumption.",2026-03-29
yes,UMA,W4404462141,https://doi.org/10.1016/j.bspc.2024.107181,Advances towards autonomous robotic suturing: Integration of finite element force analysis and instantaneous wound detection through deep learning,Hermes Fabian Vargas Rosero; Óscar Andrés Vivas Albán; S. Campaña Bastidas; Harold F. Gómez; Karin Correa; Víctor F. Muñoz,University of Cauca; Universidad de Málaga,2024,4,True,https://doi.org/10.1016/j.bspc.2024.107181,Biomedical Signal Processing and Control,en,"The automation of suturing is essential in robotic surgery to enhance precision and safety. This study addresses two challenges: analysis of needle-tissue interaction forces using a FEM model and real-time detection of puncture wounds using U-Net2D, SegNet, and DeepLabV3＋. DeepLabV3＋ demonstrated higher accuracy in wound detection, surpassing previous results. The system, with real-time processing and validated on a UR3 robot with an EndoWrist clamp, successfully executed an autonomous suture guided by wound detection. • Integration of FEM and CNN for precise autonomous robotic suturing. • DeepLabV3＋ outperforms previous models in real-time wound detection. • System tested with UR3 robot performs autonomous vision-guided suturing. • Significant advances towards full automation of surgical suturing. • Detailed analysis of needle-tissue forces enhances safety in robotic surgery.",2026-03-29
yes,UMA,W2032934798,https://doi.org/10.5220/0005015102960302,A Compact Planar-patch Descriptor based on Color,Eduardo Fernández-Moral; Javier González-Jiménez; Vicente Arévalo,Universidad de Málaga,2014,4,False,,,en,"The representation of the world upon planar patches has proven to be simple, robust and useful for a variety of robotic tasks, including SLAM, autonomous navigation, or scene recognition. In this work we investigate how to incorporate color information into such representation to improve the matching of planar patches while maintaining the model compactness, which is essential for real-time applications. We propose a descriptor based on the dominant color of the patch, which is defined as the center of the biggest cluster in the patch histogram. In the paper, different color spaces and methods for extracting the dominant color are analyzed. We compare this descriptor with a recent proposal (saturated hue based histogram) and provide some conclusions on the trade-off between their descriptiveness and compactness. Finally, we present experimental results showing how our color descriptor can be exploited to increase the efficiency of both: plane-based place recognition and planar patch categorization.",2026-03-29
no,UMA,W2174989668,,BRAIN-COMPUTER INTERFACE: COMPARISON OF TWO CONTROL MODES TO DRIVE A VIRTUAL ROBOT,Ricardo Ron-Angevín; Debeyre Aurélie; Yvan Marquet; Véronique Lespinet-Najib; Andre Jean Marc,Universidad de Málaga; Institut Polytechnique de Bordeaux; Laboratoire de l'Intégration du Matériau au Système,2015,4,True,https://hal.science/hal-04610017,HAL (Le Centre pour la Communication Scientifique Directe),en,"A Brain-Computer Interface (BCI) is a system that enables communication and control that is not based on muscular movements, but on brain activity. Some of these systems are based on discrimination of different mental tasks; usually they match the number of mental tasks to the number of control commands. Previous research at the University of Málaga (UMA-BCI) have proposed a BCI system to freely control an external device, letting the subjects choose among several navigation commands using only one active mental task (versus any other mental activity). Although the navigation paradigm proposed in this system has been proved useful for continuous movements, if the user wants to move medium or large distances, he/she needs to keep the effort of the MI task in order to keep the command. In this way, the aim of this work was to test a navigation paradigm based on the brain-switch mode for ‘forward’ command. In this mode, the subjects used the mental task to switch their state on /off: they stopped if they were moving forward and vice versa. Initially, twelve healthy and untrained subjects participated in this study, but due to a lack of control in previous session, only four subjects participated in the experiment, in which they had to control a virtual robot using two paradigms: one based on continuous mode and another based on switch mode. Preliminary results show that both paradigms can be used to navigate through virtual environments, although with the first one the times needed to complete a path were notably lower.",2026-03-29
yes,UMA,W3193962713,https://doi.org/10.1007/978-3-030-85099-9_32,Autonomous Docking of Mobile Robots by Reinforcement Learning Tackling the Sparse Reward Problem,A. Burgueño; José-Raúl Ruiz-Sarmiento; Javier González-Jiménez,Universidad de Málaga; Instituto de Investigación Biomédica de Málaga,2021,4,False,,Lecture notes in computer science,en,,2026-03-29
no,UMA,W4312942243,https://doi.org/10.1109/iros47612.2022.9981179,Optimal and Risk-Aware Path Planning considering Localization Uncertainty for Space Exploration Rovers,J. Ricardo Sánchez-Ibáñez; Pedro J. Sanchez-Cuevas; Miguel Olivares-Mendez,Universidad de Málaga; Center for Advanced Aerospace Technologies; University of Luxembourg,2022,4,True,https://orbilu.uni.lu/handle/10993/57807,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),en,"The reliability of autonomous traverses of rovers is critical. It may be jeopardized by the accumulation of errors and the uncertainty propagation of their localization systems. Moreover, space environments are usually harsh, challenging and unpredictable. Teleoperation is complex due to the significant and unavoidable delay. For these reasons, a path planner that provides some level of autonomy with guarantees could increase the success rate of planetary exploration missions. This paper proposes a path planning solution that tackles increasing localization uncertainty and makes a trade-off between the collision risk and the path length. The planner uses the the Fast Marching Method (FMM) to produce a costmap aware of this uncertainty and calculate the optimal path for a level of confidence. This paper additionally presents several simulation and experimental using a wheeled robotic vehicle within a lunar analogue facility.",2026-03-29
yes,UMA,W4317241224,https://doi.org/10.6018/reifop.543871,Implicaciones sociales de la irrupción del Big Data y la robótica: un análisis prospectivo en docentes hispanoamericanos,Rocío del Pilar Rumiche Chávarry; Antonio Matas Terrón; José Manuel Ríos Ariza; Gerardo Raúl Chunga Chinguel,Universidad de Málaga; Universidad Católica Santo Toribio de Mogrovejo,2023,4,True,https://revistas.um.es/reifop/article/download/543871/336421,Revista Electrónica Interuniversitaria de Formación del Profesorado,en,"Big Data is one of the most socially disruptive technologies, along with artificial intelligence. Numerous studies have shown that, through the development and implementation of these tools in education, it is possible to achieve one of the ""old aspirations"", which is the personalisation of education. This exploratory study focuses on finding out, through an ad hoc questionnaire, the social vision of South American teachers, working at different educational levels, of some social and future aspects of Big Data, artificial intelligence and robots to see to what extent their opinion coincides with the advantages and problems expressed in scientific research on these topics. A non-probabilistic sample of 283 teachers was collected. The descriptive statistical analyses show that the majority of teachers think similarly to what is expressed in the research, and this will influence their decision-making and the explicit and hidden curriculum. El Big Dataes una de las tecnologías socialmente más disruptiva junto a la inteligencia artificial. Numerosos estudios han permeado en el profesorado que, a través del desarrollo e implementación de estas herramientas en la educación, se puede ir logrando una de las “viejas aspiraciones” que es la personalización de la educación. Este estudio exploratorio se centra en conocer, a través de un cuestionario elaborado ad hoc, la visión social de docentes sudamericanos, que trabajan en distintos niveles educativos, de algunos aspectos sociales y de futuro del Big Data, inteligencia artificial y robots para ver en qué medida su opinión coinciden con las ventajas y problemáticas que se expresan en las investigaciones científicas sobre estos temas. Se recopiló una muestra no probabilística de 283 docentes. Los análisis estadísticos descriptivos evidencian que la mayoría del profesorado piensa de forma similar a lo expresado en las investigaciones, y ello influirá en sus tomas de decisiones y en el currículum explícito y oculto.",2026-03-29
yes,UMA,W4362571080,https://doi.org/10.14569/ijacsa.2023.0140357,Advanced Detections of Norway Lobster (Nephrops Norvegicus) Burrows using Deep Learning Techniques,Atif Naseer,Universidad de Málaga; Umm al-Qura University,2023,4,True,http://thesai.org/Downloads/Volume14No3/Paper_57-Advancing_Detections_of_Norway_Lobster.pdf,International Journal of Advanced Computer Science and Applications,en,"Marine experts are facing lot of challenges in habitat monitoring of marine species. One of the biggest challenges is the underwater environment and species movement. The other challenge is the data collection of marine species. People used the camera sensors and satellite data in the past for data collection but in this era the scientists are using underwater Autonomous Underwater Vehicles (AUVs), the Remotely Operated Vehicles (ROVs), and certain sledges with high-definition still and video cameras to record the underwater footages. The ocean is composed of thousands of species which make the environment more challenging to monitor any specific specie. This work will focus on specie named Norway lobster (Nephrops norvegicus). The Nephrops norvegicus is one of the commercial specie in the Europe and generates millions of dollars yearly. This specie lives under the seabed and leaves behind the burrow structure on the sea ground. The Nephrops spend most of their time under the seabed. The scientists are currently monitoring the habitat of Nephrops norvegicus by underwater television (UWTV) surveys that is collected yearly on many European grounds. The collected data is reviewed manually by the experts who count the burrows on the sheet. This work focuses on the automatic detection of Nephrops burrows from underwater videos using the deep learning techniques. This work trained the Faster R-CNN models Inceptionv2, MobileNetv2, ResNet50, and ResNet101. Instead of training the models from scratch we used the transfer learning technique to fine tune these networks. The data is obtained from the Gulf of Cadiz (FU30) station. Twenty-eight different set of experiments are performed. The models are evaluated quantitatively using the mean Average Precision (mAP), precision and recall curves. Also, the models are qualitatively analyzed by visually presenting the output. The results prove that deep learning techniques are very helpful for marine scientists to assess the Nephrops norvegicus abundance.",2026-03-29
no,UMA,W4401113728,https://doi.org/10.1109/melecon56669.2024.10608676,A novel testbed for evaluating ROS 2 robot swarm wireless communications,José-Borja Castillo-Sánchez; Eva González-Parada; José Manuel Bermúdez Cano,Universidad de Málaga,2024,4,False,,,en,"ROS 2 (Robot Operating System 2) has turned out to be de-facto solution to solve robotics challenges like mapping, localization and robot representation. This paper examines the capabilities of the ROS 2 middleware, emphasizing its role in enabling dependable communication among robotic swarm systems within real-time constraints. The study particularly focuses on the implications for network and computational resources required to run ROS 2 middleware on resource-limited devices communication over high-latency networks. For this task, an easily reproducible testbed is presented.",2026-03-29
no,UMA,W2125888704,https://doi.org/10.1109/icmech.2009.4957161,A heterogeneity-enabled development system for educational mechatronics,Charbel Stockmans-Daou; Ana Cruz‐Martín; Juan‐Antonio Fernández‐Madrigal,Universidad de Málaga,2009,4,False,,,en,"Mechatronics is emerging as a leading trend in the current engineering scene. Hence, educational platforms are needed in order to train engineers for this new job market demand. At present time, the existing educational systems that deal with mechatronic aspects, like robotic, control or automation systems, lack of a systematic methodology of development. This deficiency translates into closed training platforms, where it is difficult to plug in new components at convenience. Extending any system with different high- and low-level components that allow the student to understand mechatronics from different perspectives is complicated within such approaches. This paper presents a development system that provides a basic model, framework and automated tools for building mechatronic platforms. Our system, that can be applied to different fields (like mobile and industrial robotics, automation systems, real-time systems, etc.), is also scalable, producing from simple mechatronics systems to complex ones. We describe a case of use where our development system has been used for educational robotics, combining LEGO Mindstorms with research-level robotic platforms.",2026-03-29
yes,UMA,W4289950771,https://doi.org/10.1109/lra.2022.3186768,Unsupervised Appearance Map Abstraction for Indoor Visual Place Recognition With Mobile Robots,Jesús Alberto; Francisco-Ángel Moreno; Javier González-Jiménez,Universidad de Málaga,2022,4,True,https://hdl.handle.net/10630/24935,IEEE Robotics and Automation Letters,en,"Visual Place Recognition (VPR), the task of identifying the place where an image has been taken from, is at the core of important robotic problems as relocalization, loop-closure detection or topological navigation. Even for indoors, the focus of this work, VPR is challenging for a number of reasons, including real-time performance when dealing with large image databases ( <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><tex-math notation=""LaTeX"">$\sim10^{4}$</tex-math></inline-formula> ) (probably captured by different robots), or the avoidance of Perceptual Aliasing in environments with repetitive structures and scenes. In this letter, we tackle these issues by proposing an off-line mapping technique that abstracts a dense database of georeferenced images without particular order into a Multivariate Gaussian Mixture Model, by creating soft clusters in terms of their similarity in both pose and appearance. This abstract representation is obtained through an Expectation-Maximization algorithm and plays the role of a simplified map. Since querying this map yields a probability of being in a cluster, we exploit this “belief” within a Bayesian filter that regards previous query images and a topological map between clusters to perform more robust VPR. We evaluate our proposal in two different indoor datasets, demonstrating comparable VPR precision to querying the full database while incurring in shorter query times and handling Perceptual Aliasing for sequential navigation.",2026-03-29
yes,UMA,W4296051495,https://doi.org/10.3390/s22186976,Efficient 3D Lidar Odometry Based on Planar Patches,Andres Galeote-Luque; José-Raúl Ruiz-Sarmiento; Javier González-Jiménez,Universidad de Málaga,2022,4,True,https://www.mdpi.com/1424-8220/22/18/6976/pdf?version=1663233999,Sensors,en,"In this paper we present a new way to compute the odometry of a 3D lidar in real-time. Due to the significant relation between these sensors and the rapidly increasing sector of autonomous vehicles, 3D lidars have improved in recent years, with modern models producing data in the form of range images. We take advantage of this ordered format to efficiently estimate the trajectory of the sensor as it moves in 3D space. The proposed method creates and leverages a flatness image in order to exploit the information found in flat surfaces of the scene. This allows for an efficient selection of planar patches from a first range image. Then, from a second image, keypoints related to said patches are extracted. This way, our proposal computes the ego-motion by imposing a coplanarity constraint between pairs <point, plane> whose correspondences are iteratively updated. The proposed algorithm is tested and compared with state-of-the-art ICP algorithms. Experiments show that our proposal, running on a single thread, can run 5× faster than a multi-threaded implementation of GICP, while providing a more accurate localization. A second version of the algorithm is also presented, which reduces the drift even further while needing less than half of the computation time of GICP. Both configurations of the algorithm run at frame rates common for most 3D lidars, 10 and 20 Hz on a standard CPU.",2026-03-29
no,UMA,W4321609822,https://doi.org/10.1109/lra.2023.3245408,Certifiable Solver for Real-Time N-View Triangulation,Mercedes García-Salguero; Javier González-Jiménez,Universidad de Málaga,2023,4,False,,IEEE Robotics and Automation Letters,en,"Cutting-edge field robotic systems, such as UAV or autonomous cars, demand fast and optimal solutions for any component at the core of their critical navigational tasks. Among them, we focus on the triangulation of image points from multiple views, which is a cornerstone for more complex tasks such as visual localization and SLAM. In this letter we present a fast and certifiable solver for the N-view triangulation problem that doesn't require any specific optimization software package and can be implemented with any linear algebra library. The proposal relies on a series of linear convexifications which, in the limit, recovers the original problem, allowing us to solve problem instances with <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><tex-math notation=""LaTeX"">$N=10$</tex-math></inline-formula> views in 150 microseconds on a standard desktop computer. On real data our solver obtains and certifies the optimal solution in more than 99% of the problem instances.",2026-03-29
no,UMA,W4396633460,https://doi.org/10.15837/ijccc.2024.3.6420,IT-2 Fuzzy Control and Behavioral Approach Navigation System for Holonomic 4WD/4WS Agricultural Robot,Hayat Ait dahmad; Hassan Ayad; Alfonso García-Cerezo; Hajar Mousannif,Universidad de Málaga; Cadi Ayyad University,2024,4,True,https://univagora.ro/jour/index.php/ijccc/article/download/6420/2082,International Journal of Computers Communications & Control,en,"In contemporary agriculture, researchers are focusing on precision farming and environmentally conscious techniques, leading to the advancement of autonomous agricultural mobile robots. Consequently, A navigation system using TSK Interval Type-2 fuzzy logic has been developed and, for the first time, applied to a holonomic mobile agricultural robot equipped with four-wheel drive and steer. This system employs a behavioral approach to accomplish the robot’s primary objective in unfamiliar environments. It comprises four controllers: one exclusively dedicated to goal-seeking behavior, with the remaining controllers responsible for obstacle avoidance. Supervision of these controllers is conducted through the Mandani fuzzy logic approach, which combines the outputs of all four controllers, robot wheel velocities and steering angles, using a proposed equations. Various case studies were examined and simulated utilizing MATLAB and VREP software platform to assess the navigator system’s performance. The simulation outcomes showcase the efficiency of the proposed equations and the system’s navigation capabilities. The stability of the entire system was thoroughly examined and confirmed, employing the Lyapunov function, in environments with and without obstacles.",2026-03-29
no,UMA,W1986142766,https://doi.org/10.1109/robio.2014.7090655,Reactive adapted assistance for wheelchair navigation based on a standard skill profile,Manuel F. Fernández; Cristina Urdiales; F. Sandoval,Universidad de Málaga,2014,4,True,http://hdl.handle.net/10630/8614,,en,"Mobility assistance for wheelchair navigation is typically based on the shared control paradigm. Traditionally, control swaps from user to machine depending either on a trigger mechanism or on a explicit user request. Alternatively, in collaborative control approaches both user and robot contribute to control at the same time. However, in this case it is necessary to decide how much impact the user has in the emergent command. User weight has been estimated based on his/her command efficiency or on the environment complexity. However, the user’s command efficiency may change abruptly, whereas the environment complexity depends on the user’s skills. In this work we propose a collaborative control approach where this weight is determined by the user’s ability to cope with the situation at hand with respect to an average person. This estimation relies on an standard navigation skill profile extracted from a large number of traces from real users. This approach has two major advantages: i) the user receives more assistance only when needed according to his/her own skills; and ii) we avoid an excess of assistance to prevent loss of residual skills. The proposed system has been tested with a group of people with disabilities. Tests prove that resulting efficiencies are similar to other collaborative control approaches although the amount of assistance is reduced.",2026-03-29
yes,UMA,W2064329360,https://doi.org/10.1016/s1697-7912(11)70023-1,Interfaz multimodal para un asistente robótico quirúrgico: uso de reconocimiento de maniobras quirúrgicas,B. Estebanez; P. del Saz-Orozco; I. García-Morales; Víctor F. Muñoz,Universidad de Málaga,2011,4,True,https://polipapers.upv.es/index.php/RIAI/article/download/8578/8659,Revista Iberoamericana de Automática e Informática Industrial RIAI,es,"[EN] This paper proposes a methodology for the recognition of surgical maneuvers in laparoscopic surgical interventions. The aim is to create an interface between the surgeon and a surgical robotic assistant for two arms of minimally invasive surgery procedures. The proposed interface receives information about the positioning of surgical tools of the surgeon using 3D sensors and the recognition system facilitates the current maneuver is completed. Therefore, the recognition system maneuvers that supports this interface requires a library of models of maneuvers to work. The models chosen to represent the surgical maneuvers are Hidden Markov Models. To validate the proposed methodology, we have developed a series of in-vitro experiments.",2026-03-29
yes,UMA,W2100769971,https://doi.org/10.1109/iecon.2009.5415309,Outdoor scene registration from 3D laser range data with coarse binary cubes,Jorge L. Martínez; Anthony Mandow; Antonio J. Reina; Jesús Morales,Universidad de Málaga,2009,4,False,,,en,"Outdoor scene registration of two 3D range scans, as usually required by field robotics, is very different from object and indoor registration, since all scan directions and depths may contain relevant data. This is not considered by 3D matching methods devised for computer graphics and reverse engineering. In this paper, we propose a specialized registration method based on the concept of coarse binary cubes within a cuboid fitted to the point cloud of the first scan. An integer objective function that does not employ point distances is defined as the number of coincident cubes. Its value is obtained by fast intersection of two binary vectors and does not involve any 3D data structures. This strategy avoids that denser range areas outweigh farther laser points, which can be useful to achieve good orientation estimations. The objective function is suitable for any optimization method. In particular, the Simplex algorithm has been adapted to avoid local minima. Experimental results in natural and urban environments are presented, where the method achieves similar accuracy and computation time as ICP, but increases robustness against initial misalignments.",2026-03-29
