keep,university,openalex_id,doi,title,authors,affiliations,publication_year,cited_by_count,is_open_access,pdf_url,source,language,abstract
yes,USPN,W4283716294,https://doi.org/10.3233/shti220709,Ethical Issues in the Utilization of Black Boxes for Artificial Intelligence in Medicine,Divà Beltramin; Eugénia Lamas; Cédric Bousquet,Sorbonne Université; Inserm; Université Sorbonne Paris Nord; Santé Publique France; Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé; Centre Hospitalier Universitaire de Saint-Étienne,2022,10,True,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI220709,Studies in health technology and informatics,en,"Artificial Intelligence (AI) has made major progress in recent years in many fields. With regard of medicine however, the utilization of AI raises numerous ethical questions, especially since newer and much more accurate algorithms function as black boxes. A trade-off must then be made between having algorithms being very accurate and effective, and algorithms that are explainable but less proficient. In this paper we address the ethical implications of utilizing black box algorithms in medicine."
yes,USPN,W4311282072,https://doi.org/10.1055/s-0042-1742540,Inclusive Digital Health,Fleur Mougin; Kate Fultz Hollis; Lina F. Soualmia,"Oregon Health & Science University; Bordeaux Population Health; Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes; Sorbonne Université; Inserm; Université Sorbonne Paris Nord; Normandie Université; Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé; Université de Bordeaux",2022,13,True,http://www.thieme-connect.de/products/ejournals/pdf/10.1055/s-0042-1742540.pdf,Yearbook of Medical Informatics,en,There is a strong desire to better consider disparities between populations to avoid biases being induced in Artificial Intelligence algorithms in particular. Telemedicine and m-health must be more inclusive for people with disabilities or living in isolated geographical areas.
yes,USPN,W4403219726,https://doi.org/10.1145/3640457.3688065,Do Recommender Systems Promote Local Music? A Reproducibility Study Using Music Streaming Data,Kristina Matrosova; Lilian Marey; Guillaume Salha-Galvan; Thomas Louail; Olivier Bodini; Manuel Moussallam,Télécom Paris; Laboratoire d'Informatique de Paris-Nord; Laboratoire Traitement et Communication de l’Information; Sorbonne Université; Centre National de la Recherche Scientifique; Université Sorbonne Paris Nord; Sciences Po Grenoble; Laboratoire Pacte; UMR Géographie-cités,2024,3,True,https://dl.acm.org/doi/pdf/10.1145/3640457.3688065,,en,"This paper examines the influence of recommender systems on local music representation, discussing prior findings from an empirical study on the LFM-2b public dataset 1. This prior study argued that different recommender systems exhibit algorithmic biases shifting music consumption either towards or against local content. However, LFM-2b users do not reflect the diverse audience of music streaming services. To assess the robustness of this study’s conclusions, we conduct a comparative analysis using proprietary listening data from a global music streaming service, which we publicly release alongside this paper. We observe significant differences in local music consumption patterns between our dataset and LFM-2b, suggesting that caution should be exercised when drawing conclusions on local music based solely on LFM-2b. Moreover, we show that the algorithmic biases exhibited in the original work vary in our dataset, and that several unexplored model parameters can significantly influence these biases and affect the study’s conclusion on both datasets. Finally, we discuss the complexity of accurately labeling local music, emphasizing the risk of misleading conclusions due to unreliable, biased, or incomplete labels. To encourage further research and ensure reproducibility, we have publicly shared our dataset and code."
yes,USPN,W4396788685,,A geographical bias in a music streaming market,Marianne Lumeau; François Moreau; Ola Haampland; Rune Johannessen; Patrik Wikström,Université de Rennes; Queensland University of Technology; Centre d'Économie de la Sorbonne; Centre National de la Recherche Scientifique; Université Sorbonne Paris Nord; Université Paris 1 Panthéon-Sorbonne; Centre de Recherche en Économie et Management; Laboratoire d'Excellence Canaux Ioniques d'Intérêt Thérapeutique; CEPN - Centre d'Economie de l'Université Paris Nord,2024,0,True,https://hal.science/hal-04570806/document,SPIRE - Sciences Po Institutional REpository,en,"In cultural industries, the fear of large-country hegemon has been revived with the growth of subscription services (such as Netflix, Spotify or Apple Music) and the concentration of these markets. The aim of this paper is to provide evidence on this issue from music streaming consumption. Using a unique dataset that encompasses both streaming and download consumption in France, a dynamic local music market representative of the global evolution, our results are as follows. At the top end, we find no difference between streaming and download consumption based on the recording artist’s geographical origin. Outside the top of the distribution, however, we observe that the US market share increases in the streaming model to the detriment of local (French) music. This advantage is even stronger for the US back catalogue (i.e., songs released at least ten years ago): the market share of a US song from the back catalogue is 34% higher when listened to on a streaming platform compared to when purchased as a download. These results are economically significant as non-chart and back catalogue songs cumulate a significant market share. From a second dataset of all the streams from a sample of French subscribers to a European music streaming platform, we show that the implementation of algorithmic recommendations by streaming platforms to guide users contributes to explain the dominance of US back catalogue. Altogether, these results document that streaming platforms introduce an American bias in music consumption."
yes,USPN,W2910890213,https://doi.org/10.1016/j.artmed.2019.01.001,Explainable artificial intelligence for breast cancer: A visual case-based reasoning approach,Jean-Baptiste Lamy; Boomadevi Sekar; Gilles Guézennec; Jacques Bouaud; Brigitte Séroussi,Sorbonne Université; Inserm; Université Sorbonne Paris Nord; Assistance Publique – Hôpitaux de Paris; Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé; Hôpital Tenon; Université Paris Cité; University of Ulster,2019,291,True,https://www.sciencedirect.com/science/article/am/pii/S0933365718304846?via%3Dihub,Artificial Intelligence in Medicine,en,"Case-Based Reasoning (CBR) is a form of analogical reasoning in which the solution for a (new) query case is determined using a database of previous known cases with their solutions. Cases similar to the query are retrieved from the database, and then their solutions are adapted to the query. In medicine, a case usually corresponds to a patient and the problem consists of classifying the patient in a class of diagnostic or therapy. Compared to ""black box"" algorithms such as deep learning, the responses of CBR systems can be justified easily using the similar cases as examples. However, this possibility is often under-exploited and the explanations provided by most CBR systems are limited to the display of the similar cases. In this paper, we propose a CBR method that can be both executed automatically as an algorithm and presented visually in a user interface for providing visual explanations or for visual reasoning. After retrieving similar cases, a visual interface displays quantitative and qualitative similarities between the query and the similar cases, so as one can easily classify the query through visual reasoning, in a fully explainable manner. It combines a quantitative approach (visualized by a scatter plot based on Multidimensional Scaling in polar coordinates, preserving distances involving the query) and a qualitative approach (set visualization using rainbow boxes). We applied this method to breast cancer management. We showed on three public datasets that our qualitative method has a classification accuracy comparable to k-Nearest Neighbors algorithms, but is better explainable. We also tested the proposed interface during a small user study. Finally, we apply the proposed approach to a real dataset in breast cancer. Medical experts found the visual approach interesting as it explains why cases are similar through the visualization of shared patient characteristics."
yes,USPN,W4386887825,https://doi.org/10.1038/s41467-023-39824-4,Evidence of a causal and modifiable relationship between kidney function and circulating trimethylamine N-oxide,Petros Andrikopoulos; Judith Aron‐Wisnewsky; Rima Chakaroun; Antonis Myridakis; Sofia K. Forslund; Trine Nielsen; Solia Adriouch; Bridget Holmes; Julien Chilloux; Sara Vieira‐Silva; Gwen Falony; Joe‐Elie Salem; Fabrizio Andreelli; Eugeni Belda; Julius Kieswich; Kanta Chechi; Francesc Puig‐Castellví; Mickaël Chevalier; Emmanuelle Le Chatelier; Michael Olanipekun; Lesley Hoyles; Renato Alves; Gérard Helft; Richard Isnard; Lars Køber; Luís Pedro Coelho; Christine Rouault; Dominique Gauguier; Jens Peter Gøtze; Edi Prifti; Philippe Froguel; Rohia Alili; Ehm Astrid Andersson Galijatovic; Olivier Barthélemy; Jean‐Philippe Bastard; Jean-Paul Batisse; Pierre Bel-Lassen; Magali Berland; Randa Bittar; Hervé M. Blottière; F Bosquet; Rachid Boubrit; Olivier Bourron; Mickaël Camus; Cécile Ciangura; Jean‐Philippe Collet; Arne Dietrich; Morad Djebbar; Angélique Doré; Line Engelbrechtsen; Léopold Fezeu; Sébastien Fromentin; Nicolas Pons; Marianne Graine; Caroline Grünemann; Agnès Hartemann; Bolette Hartmann; Malene Hornbak; Sophie Jaqueminet; Niklas Rye Jørgensen; Hanna Julienne; Johanne Marie Justesen; Judith Kammer; Nikolaj Karup; Ruby Kozlowski; Michael Kuhn; Véronique Lejard; Ivica Letunić; Florence Levenez; Lajos Markó; Laura Martínez-Gili; Robin Massey; Nicolas Maziers; Lucas Moitinho‐Silva; Gilles Montalescot; Ana Luísa Neves; Laetitia Pasero Le Pavin; Françoise Pousset; Andrea Rodriguez‐Martinez; Sebastien Schmidt; Tatjana Schütz; Lucas F. M. da Silva; Johanne Silvain; Mathilde Svendstrup; T.D. Swartz; Thierry Vanduyvenboden; Eric O. Verger; Stefanie Walther; Jean‐Daniel Zucker; Fredrik Bäckhed; Henrik Vestergaard; Torben Hansen; Jean‐Michel Oppert; Matthias Blüher; Jens Nielsen; Jeroen Raes; Peer Bork; Muhammad M. Yaqoob; Michael Stümvoll; Oluf Pedersen,"Nottingham Trent University; Barts Health NHS Trust; Institut Pasteur de Lille; Queen Mary University of London; Yonsei University; Centre National de la Recherche Scientifique; German Centre for Cardiovascular Research; Rega Institute for Medical Research; Imperial College London; Sorbonne Paris Cité; University of Gothenburg; University of Würzburg; Gentofte Hospital; William Harvey Research Institute; Institute of Molecular Biology; Nutrition et obésité : approches systémiques; MRC Centre for Environment and Health; Johannes Gutenberg University Mainz; European Genomic Institute for Diabetes; Assistance Publique – Hôpitaux de Paris; University Medical Center of the Johannes Gutenberg University Mainz; Lung Institute; Institut de Recherche pour le Développement; Rigshospitalet; Royal London Hospital; European Molecular Biology Laboratory; Université de Lille; AgroParisTech; Université de Montpellier; Institut Agronomique Méditerranéen de Montpellier; Montpellier Interdisciplinary center on Sustainable Agri-food systems: social and nutritional sciences; Centre International deHautes Etudes Agronomiques Méditerranéennes; Pitié-Salpêtrière Hospital; Genomics England; Max Delbrück Center; National Health Service; Université Paris-Saclay; Inserm; VIB-KU Leuven Center for Microbiology; Institute of Medical Microbiology and Hygiene; Unité de Modélisation Mathématique et Informatique des Systèmes Complexes; Fondation pour l’innovation en Cadiométabolisme et Nutrition; Charité - Universitätsmedizin Berlin; Université Paris Cité; KU Leuven; Novo Nordisk Foundation; University of Copenhagen; McGill Genome Centre; Centre de Coopération Internationale en Recherche Agronomique pour le Développement; Institut Agro Montpellier; Sorbonne Université; Université Sorbonne Paris Nord; Chalmers University of Technology; Danone (France); L'Institut Agro; Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement",2023,58,True,https://www.nature.com/articles/s41467-023-39824-4.pdf,Nature Communications,en,"The host-microbiota co-metabolite trimethylamine N-oxide (TMAO) is linked to increased cardiovascular risk but how its circulating levels are regulated remains unclear. We applied ""explainable"" machine learning, univariate, multivariate and mediation analyses of fasting plasma TMAO concentration and a multitude of phenotypes in 1,741 adult Europeans of the MetaCardis study. Here we show that next to age, kidney function is the primary variable predicting circulating TMAO, with microbiota composition and diet playing minor, albeit significant, roles. Mediation analysis suggests a causal relationship between TMAO and kidney function that we corroborate in preclinical models where TMAO exposure increases kidney scarring. Consistent with our findings, patients receiving glucose-lowering drugs with reno-protective properties have significantly lower circulating TMAO when compared to propensity-score matched control individuals. Our analyses uncover a bidirectional relationship between kidney function and TMAO that can potentially be modified by reno-protective anti-diabetic drugs and suggest a clinically actionable intervention for decreasing TMAO-associated excess cardiovascular risk."
yes,USPN,W4376126986,https://doi.org/10.1016/j.eswa.2023.120443,A novel one-vs-rest consensus learning method for crash severity prediction,Syed Fawad Hussain; Muhammad Ashraf,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology; University of Birmingham; Sorbonne Université; Université Sorbonne Paris Nord,2023,16,True,https://doi.org/10.1016/j.eswa.2023.120443,Expert Systems with Applications,en,"Research in crash severity prediction is necessary to allow safety planners to take precautionary measures and enable first aiders to remain prepared for assisting the injured. Existing literature in the field of crash severity prediction is mostly focused on generating the attributes for predicting the severity. However, in reality, not all features are discriminating, and certain classes are challenging to detect even employing the entire feature set. Although to tackle these problems several techniques are developed in the Machine Learning (ML) literature. But their application to crash severity prediction and an optimal strategy for the best combination of features or classifiers for achieving high accuracy is a less studied area. To address these problems, this work first provides a comparison of widely used classifiers for predicting crash severity; and secondly, by combining class-wise majority voting with One-vs-Rest (OvR) approach, a novel classification framework named, OvR consensus learning (OvRCL) is proposed. The proposed method avail a feature selection technique, Mutual information (MI), to acquire the most relevant feature set regarding the output class (i.e. severity). Moreover, to differentiate each class in the multi-class data, OvRCL iteratively runs ML algorithms as binary classifiers in an ensemble framework to significantly ameliorate classification performance. In our experiments, we use four classifiers, namely, the k-Nearest Neighbors (k-NN), Support Vector Machines (SVM), Random Forest (RF), and Bagging classifier, to get the consensus. Analysis was done using a real crash dataset obtained from an open data source of Leeds city council. A four-year crash data (2015–2018) is used for training and the OvRCL is tested on the 2019 data. Moreover, to validate the performance of OvRCL, this study also utilizes two more datasets with high-class imbalance. In contrast to conventional ML algorithms, our experiments depict that the OvRCL is a potent method for forecasting crash severity levels on the data under test."
yes,USPN,W3213913630,https://doi.org/10.1007/978-3-030-88259-4_6,Gaia-AgStream: An Explainable AI Platform for Mining Complex Data Streams in Agriculture,Jan Schoenke; Nils Aschenbruck; Roberto Interdonato; Rushed Kanawati; Ann-Christin Meisener; Francois Thierart; Guillaume Vial; Martin Atzmueller,"Centre de Coopération Internationale en Recherche Agronomique pour le Développement; Territoires, Environnement, Télédétection et Information Spatiale; Osnabrück University; Université Sorbonne Paris Nord",2021,10,False,,Communications in computer and information science,en,
yes,USPN,W4401822498,https://doi.org/10.3233/shti240544,Exploring Explainable AI Techniques for Text Classification in Healthcare: A Scoping Review,Ibrahim Alaa eddine Madi; Akram Redjdal; Jacques Bouaud; Brigitte Séroussi,Assistance Publique – Hôpitaux de Paris; Sorbonne Université; Inserm; Université Sorbonne Paris Nord; Agence Parisienne du Climat; Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé; Hôpital Tenon,2024,2,True,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI240544,Studies in health technology and informatics,en,"Text classification plays an essential role in the medical domain by organizing and categorizing vast amounts of textual data through machine learning (ML) and deep learning (DL). The adoption of Artificial Intelligence (AI) technologies in healthcare has raised concerns about the interpretability of AI models, often perceived as ""black boxes."" Explainable AI (XAI) techniques aim to mitigate this issue by elucidating AI model decision-making process. In this paper, we present a scoping review exploring the application of different XAI techniques in medical text classification, identifying two main types: model-specific and model-agnostic methods. Despite some positive feedback from developers, formal evaluations with medical end users of these techniques remain limited. The review highlights the necessity for further research in XAI to enhance trust and transparency in AI-driven decision-making processes in healthcare."
yes,USPN,W4286774193,,Gaia-AgStream: An Explainable AI Platform for Mining Complex Data Streams in Agriculture,Jan Schoenke; Nils Aschenbruck; Roberto Interdonato; Rushed Kanawati; Ann-Christin Meisener; Francois Thierart; Guillaume Vial; Martin Atzmueller,"Laboratory of Fundamental and Applied Bioenergetics; Sorbonne Université; Université Sorbonne Paris Nord; Territoires, Environnement, Télédétection et Information Spatiale; Osnabrück University",2021,0,True,https://hal.science/hal-03636208,HAL (Le Centre pour la Communication Scientifique Directe),en,International audience
yes,USPN,W7135090175,https://doi.org/10.5220/0014252000004052,XDeepNN: An Explainable AI Framework for Identifying Adversarial Attacks,Negar Zarei; Juba Agoun; Louenas Bounia,Université Claude Bernard Lyon 1; Laboratoire d'Informatique de Paris-Nord; Sorbonne Université; Centre National de la Recherche Scientifique; Université Sorbonne Paris Nord; Université Lumière Lyon 2; University of Arizona,2026,0,False,,,,
yes,USPN,W4281486759,https://doi.org/10.3233/shti220407,"Machine Learning in Medicine: To Explain, or Not to Explain, That Is the Question",Cédric Bousquet; Divà Beltramin,Sorbonne Université; Inserm; Université Sorbonne Paris Nord; Santé Publique France; Laboratoire d'Informatique Médicale et d'Ingénierie des Connaissances en e-Santé,2022,1,True,https://ebooks.iospress.nl/pdf/doi/10.3233/SHTI220407,Studies in health technology and informatics,en,"In 2022, the Medical Informatics Europe conference created a special topic called ""Challenges of trustable AI and added-value on health"" which was centered around the theme of eXplainable Artificial Intelligence. Unfortunately, two opposite views remain for biomedical applications of machine learning: accepting to use reliable but opaque models, vs. enforce models to be explainable. In this contribution we discuss these two opposite approaches and illustrate with examples the differences between them."
yes,USPN,W4414587670,,Computing an Approximating Version of a Minimum-Size Explanation for Boolean Decision Tree Classifiers,Louenas Bounia,Laboratoire d'Informatique de Paris-Nord; Université Sorbonne Paris Nord,2025,0,True,https://hal.science/hal-04983937/document,SPIRE - Sciences Po Institutional REpository,en,"In this work, we tackle the problem of approximating minimum-size explanations for decision trees using a greedy algorithm with guarantees. Calculating a minimum-size abductive explanation can be a timeconsuming task due to several factors. First, the combinatorial explosion of possible abductive explanations makes finding the minimum-size explanation extremely costly, even for restricted classifier families like decision trees. Indeed, finding a minimum-size abductive explanation for decision trees is an NP-hard problem, meaning that exact approaches can be very time-consuming, particularly for hard instances and high dimensional inputs. This adds additional complexity and time to the process of finding the minimum-size explanation. Faced with these complexity challenges, approximate or heuristic approaches are often used to reduce computational load and obtain results more quickly, even if this comes at the cost of solution optimality. In this work, we propose a greedy algorithm to efficiently approximate minimum-size abductive explanations. Based on various experiments aimed at explaining decision tree predictions, we show that for difficult-toexplain instances, our greedy algorithm provides an effective alternative to exact approaches based on SAT encodings."
yes,USPN,W4415143672,,Explainable Analysis of Patient Profiles with Sleep Disorders: Clustering Approach and Identification of Key Factors,Sifeddine Sellami; Juba Agoun; Lamia Yessad; Auday Berro; Louenas Bounia,Laboratoire d'Informatique de Paris-Nord; Sorbonne Université; Université Sorbonne Paris Nord; École Nationale Supérieure d'Informatique; Université Lumière Lyon 2; Laboratoire d'Informatique en Images et Systèmes d'Information,2025,0,True,https://hal.science/hal-05177129,SPIRE - Sciences Po Institutional REpository,en,"Sleep disorders have a major impact on patients, but their diagnosis remains complex due to the diversity of symptoms. Today, technological advances and the analysis of medical data offer new perspectives for better understanding them. In this work, we use real data from the KANOPEE application to analyze these disorders. Our objective is to better understand sleep disorders using artificial intelligence. In particular, eXplainable Artificial Intelligence (XAI), which aims to make AI decisions understandable and interpretable by users. We propose two methods: (1) a regression method to predict the average sleep duration, and (2) a method based on clustering to classify patients according to different disorder profiles. In both cases, an XAI approach is used to identify the key features influencing the target variable. A concrete application on anonymized real-world data demonstrates the relevance of our methods."
yes,USPN,W7134911876,https://doi.org/10.1109/icdmw69685.2025.00275,Explainable Profiling of Sleep Disorders to Support Trustworthy Clinical Interventions,Sifeddine Sellami; Juba Agoun; Lamia Yessad; Auday Berro; Louenas Bounia,Université Claude Bernard Lyon 1; Laboratoire d'Informatique de Paris-Nord; Centre National de la Recherche Scientifique; Université Sorbonne Paris Nord; École Nationale Supérieure d'Informatique; Sorbonne Paris Cité; Université Lumière Lyon 2; Laboratoire d'Informatique en Images et Systèmes d'Information,2025,0,False,,,,"Sleep disorders present significant diagnostic challenges due to symptom heterogeneity, profoundly impacting public health. To address this, we leverage real-world data from the KANOPEE mobile application-a validated digital tool for managing sleep complaints-to develop a trustworthy model for disorder detection and patient profiling using explainable artificial intelligence (XAI). Guided by clinical expertise, our analysis focuses on key variables including demographic characteristics, clinical assessment scores (e.g., Insomnia Severity Index, anxiety, and depression scores), and physiological metrics. Our dataset comprises approximately <tex xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">$1 k$</tex> complete patient records. Our dual methodological approach involves: (1) regression models to predict treatment success metrics, enabling the identification of modifiable behavioral factors influencing mental health and sleep outcomes; and (2) k-means clustering to segment patients into three or more distinct profiles, differentiating subtypes of sleepers (e.g., young professionals with mild insomnia and anxiety, older individuals with regular sleep and low depression, and middle-aged patients with high daytime sleepiness and irregular sleep patterns). XAI techniques, including SHAP and formal explanations, elucidate key drivers like sleep regularity and anxiety, validated against clinical thresholds and expert feedback from sleep specialists. This framework aligns algorithmic insights with medical reasoning, enhancing interpretability and supporting personalized interventions in digital sleep medicine. Future extensions will incorporate application completion rates for broader efficacy assessment."
